,lat,long,dt_txt,temp,humidity,wind,cloud,weather,pressure,sea level,forest,river,class
164,16.83,75.7,2020-09-02 05:30:00+05:30,24.55,86,3.73,100,Clouds,1010,612.97,0.07,34.82814953,0.0
165,31.96,77.11,2020-07-02 11:30:00+05:30,21.68,72,1.76,50,Rain,1007,1206.24,85.91555556,100.0,0.0
166,24.65,77.32,2020-02-03 02:30:00+05:30,12.39,65,1.0,0,Clear,1019,476.85,74.67666667,17.0,0.0
167,26.87,95.52,2020-05-01 14:30:00+05:30,24.25,77,0.84,75,Rain,1011,1347.02,96.47444444,100.0,0.0
168,12.53,78.23,2020-04-24 14:30:00+05:30,35.73,41,1.7,73,Clouds,1008,492.02,8.385555556,5.656854249,0.0
169,25.15,82.58,2020-09-24 08:30:00+05:30,26.98,92,4.4,100,Rain,1002,81.72,72.78444444,5.385164807,0.0
170,23.18,75.77,2020-07-09 17:30:00+05:30,33.01,50,2.1,20,Rain,998,487.97,59.10444444,2.236067977,0.0
171,28.67,77.43,2020-05-14 23:30:00+05:30,26.77,75,1.85,5,Clear,1006,210.86,5.172222222,100.0,0.0
172,22.72,75.83,2020-08-02 20:30:00+05:30,29.08,74,0.0,40,Haze,1003,550.43,31.00111111,15.26433752,0.0
173,21.1,81.03,2020-03-19 08:30:00+05:30,25.31,66,0.0,84,Clouds,1017,308.0,78.64333333,4.123105626,0.0
174,22.01,82.58,2020-09-09 05:30:00+05:30,28.44,87,0.91,100,Clouds,1006,273.31,85.34555556,6.403124237,0.0
175,33.73,75.15,2020-03-10 17:30:00+05:30,8.66,38,0.52,90,Clouds,1013,1598.02,85.47444444,22.02271555,0.0
176,19.38,85.07,2020-11-10 14:30:00+05:30,26.88,72,3.38,83,Clouds,1011,3.72,44.61777778,3.605551275,0.0
177,18.43,79.15,2020-04-27 08:30:00+05:30,29.91,74,4.48,40,Clouds,1012,259.98,48.10111111,7.071067812,0.0
178,28.58,77.33,2020-10-06 08:30:00+05:30,24.89,64,1.92,0,Clear,1009,200.81,8.835555556,100.0,0.0
179,34.08,74.82,2020-05-12 17:30:00+05:30,23.62,36,0.5,62,Clouds,1005,1587.79,26.64888889,5.656854249,0.0
180,24.53,81.3,2020-10-05 23:30:00+05:30,25.88,78,0.9,65,Clouds,1007,305.52,68.15,4.123105626,0.0
181,25.35,72.63,2020-04-19 02:30:00+05:30,28.22,38,2.4,39,Clouds,1009,164.08,2.122222222,4.472135955,0.0
182,25.67,94.12,2020-11-25 17:30:00+05:30,17.0,60,1.0,95,Clouds,1014,1433.54,77.65666667,100.0,0.0
183,25.45,81.85,2020-05-20 08:30:00+05:30,29.98,64,2.19,97,Clouds,1001,94.68,13.99555556,17.4642492,0.0
184,24.72,80.2,2020-08-18 23:30:00+05:30,26.57,94,3.02,91,Rain,1001,406.7,70.34,3.605551275,0.0
185,24.18,88.27,2020-05-06 23:30:00+05:30,25.41,92,1.92,1,Clear,1009,21.42,82.21333333,2.0,0.0
186,11.22,78.17,2021-01-05 05:30:00+05:30,22.91,94,0.88,84,Rain,1011,193.41,43.05444444,30.08321791,0.0
187,15.83,78.04,2020-06-09 17:30:00+05:30,37.0,32,2.6,20,Clouds,1000,280.11,38.03444444,9.433981132,0.0
188,28.43,77.32,2020-09-02 20:30:00+05:30,30.72,80,1.65,100,Clouds,1007,203.14,26.34,33.52610923,0.0
189,22.08,82.15,2020-07-18 20:30:00+05:30,30.65,77,2.16,99,Rain,1004,264.07,39.40888889,8.602325267,0.0
190,26.56,78.79,2020-05-20 17:30:00+05:30,39.18,26,3.76,0,Clear,998,152.93,58.78555556,1.0,0.0
191,30.92,77.12,2020-10-28 17:30:00+05:30,20.11,59,1.87,0,Clear,1014,1291.0,86.54888889,69.42621983,0.0
192,14.23,76.4,2020-06-20 02:30:00+05:30,23.03,87,4.6,20,Clouds,1008,721.97,9.648888889,13.0,0.0
193,23.83,80.39,2020-05-24 17:30:00+05:30,41.57,27,2.59,83,Clouds,1001,373.0,28.77555556,51.0881591,0.0
194,26.27,82.07,2020-03-31 08:30:00+05:30,21.99,64,3.03,0,Clear,1012,90.46,67.16888889,2.0,0.0
195,17.33,76.83,2020-12-02 17:30:00+05:30,29.37,37,1.0,20,Clouds,1009,454.18,11.57,5.099019514,0.0
196,24.6,76.15,2020-04-12 14:30:00+05:30,38.79,23,3.39,0,Clear,1009,314.89,35.80333333,11.04536102,0.0
197,19.17,83.42,2020-05-26 17:30:00+05:30,34.84,64,3.21,42,Clouds,1004,215.94,82.28222222,8.062257748,0.0
198,9.27,76.78,2020-09-24 02:30:00+05:30,24.81,95,1.06,97,Clouds,1011,32.86,80.36888889,64.63745044,0.0
199,25.67,94.5,2020-07-01 11:30:00+05:30,25.17,83,0.74,100,Clouds,1006,1662.83,96.40777778,100.0,0.0
200,26.47,79.52,2020-08-27 17:30:00+05:30,30.94,84,1.91,82,Rain,1000,142.02,69.82,45.27692569,0.0
201,22.97,76.07,2020-04-07 20:30:00+05:30,29.57,29,4.21,4,Clear,1008,546.32,68.27555556,4.472135955,0.0
202,21.49,86.93,2020-03-15 11:30:00+05:30,28.99,42,1.5,13,Clouds,1015,17.36,85.88444444,16.2788206,0.0
203,25.01,88.14,2020-02-07 14:30:00+05:30,23.01,46,0.0,20,Clouds,1018,25.9,60.47,5.0,0.0
204,24.75,78.83,2020-02-08 05:30:00+05:30,10.37,88,1.85,15,Clouds,1020,351.31,55.25777778,11.04536102,0.0
205,8.88,76.6,2020-08-09 23:30:00+05:30,25.97,89,2.18,100,Rain,1010,11.96,37.92,7.071067812,0.0
206,27.63,78.67,2020-10-17 11:30:00+05:30,31.8,42,1.16,0,Clear,1010,169.06,90.08555556,55.10898293,0.0
207,15.35,76.15,2020-08-15 11:30:00+05:30,26.37,77,8.53,100,Clouds,1007,526.54,0.0,8.602325267,0.0
208,28.78,76.13,2020-03-22 11:30:00+05:30,28.32,51,0.23,0,Clear,1014,215.17,13.61777778,100.0,0.0
209,29.6833,76.9833,2021-02-17 17:30:00+05:30,22.79,72,1.5,0,Clear,1012,248.86,52.19888889,21.1896201,0.0
210,27.95,80.77,2020-03-16 08:30:00+05:30,17.04,82,2.46,100,Clouds,1017,147.85,73.33777778,44.64302857,0.0
211,20.73,77.0,2020-06-02 05:30:00+05:30,29.93,60,0.0,40,Clouds,1006,276.73,63.84,13.41640786,0.0
212,11.75,79.75,2021-02-05 17:30:00+05:30,27.42,62,1.5,20,Clouds,1011,5.64,63.56777778,5.385164807,0.0
213,25.43,78.58,2020-08-14 05:30:00+05:30,26.17,92,0.0,40,Haze,998,244.28,29.02111111,26.2488095,0.0
214,26.45,91.44,2020-07-13 02:30:00+05:30,26.72,94,0.76,98,Clouds,1001,53.34,84.12666667,10.29563014,0.0
215,27.13,81.93,2020-08-08 17:30:00+05:30,33.19,74,1.42,68,Rain,996,108.18,82.50111111,100.0,0.0
216,21.17,72.83,2020-02-19 05:30:00+05:30,20.79,69,0.0,34,Clouds,1012,11.5,7.303333333,21.40093456,0.0
217,16.8544,74.5642,2021-01-26 11:30:00+05:30,28.19,53,0.5,0,Clear,1013,546.27,67.96222222,11.40175425,0.0
218,27.23,79.02,2020-10-27 08:30:00+05:30,20.31,72,1.93,0,Clear,1013,156.44,47.81555556,3.16227766,0.0
219,26.1667,90.6167,2021-02-02 11:30:00+05:30,21.74,68,1.14,2,Clear,1019,33.11,51.56444444,5.0,0.0
220,16.18,75.7,2020-04-24 23:30:00+05:30,29.82,64,5.4,3,Clear,1010,542.07,45.76,10.44030651,0.0
221,26.17,75.78,2020-12-22 11:30:00+05:30,21.35,43,1.45,75,Clouds,1019,273.58,13.66555556,17.80449381,0.0
222,19.2,72.97,2020-10-30 20:30:00+05:30,25.97,88,2.13,17,Clouds,1011,15.05,51.57888889,12.20655562,0.0
223,30.9,75.85,2020-10-03 20:30:00+05:30,25.77,65,2.72,0,Clear,1006,248.26,1.454444444,58.46366393,0.0
224,30.2,74.95,2020-06-16 02:30:00+05:30,30.36,61,2.37,0,Clear,996,205.08,38.99555556,100.0,0.0
225,24.68,92.57,2020-06-10 23:30:00+05:30,27.63,94,0.36,98,Rain,1003,22.26,88.65555556,35.51056181,0.0
226,30.67,74.75,2020-10-23 05:30:00+05:30,17.53,80,0.76,0,Clear,1008,208.0,55.58333333,24.8394847,0.0
227,22.57,72.93,2020-08-19 02:30:00+05:30,26.42,95,3.24,100,Rain,1002,38.61,58.15444444,50.24937811,0.0
228,21.64,69.61,2020-03-28 14:30:00+05:30,32.18,49,6.2,0,Clear,1013,2.32,3.897777778,5.385164807,0.0
229,13.92,75.57,2020-06-08 17:30:00+05:30,29.29,62,4.92,86,Clouds,1008,573.52,42.25111111,2.0,0.0
230,29.33,80.1,2020-07-20 23:30:00+05:30,23.56,94,0.29,98,Rain,1003,1625.74,78.14333333,100.0,0.0
231,21.9,83.4,2020-10-18 23:30:00+05:30,27.21,85,1.45,28,Clouds,1008,215.03,60.76555556,33.24154028,0.0
232,14.47,78.82,2021-01-01 17:30:00+05:30,26.37,74,1.0,20,Clouds,1009,125.77,19.42444444,16.2788206,0.0
233,28.63,75.38,2020-10-11 14:30:00+05:30,37.16,23,4.26,0,Clear,1005,236.9,0.04,100.0,0.0
234,19.67,78.53,2020-04-07 17:30:00+05:30,36.45,45,2.55,68,Clouds,1006,256.09,50.47111111,9.433981132,0.0
235,18.67,78.12,2020-07-07 05:30:00+05:30,26.01,82,1.0,20,Clouds,1001,378.78,64.18,30.59411708,0.0
236,13.32,75.78,2020-07-12 08:30:00+05:30,20.21,73,2.1,40,Clouds,945,1022.27,35.10333333,9.0,0.0
237,23.83,79.45,2020-10-22 11:30:00+05:30,32.01,30,2.31,9,Clear,1008,377.63,45.49,8.544003745,0.0
238,24.63,94.02,2020-12-19 11:30:00+05:30,18.37,56,0.68,0,Clear,1017,774.2,58.72,42.54409477,0.0
239,27.03,88.27,2020-04-22 02:30:00+05:30,13.55,93,1.2,96,Rain,1012,1949.82,86.59888889,75.16648189,0.0
240,10.8,79.15,2021-01-18 14:30:00+05:30,29.68,59,4.9,91,Clouds,1011,36.31,74.17888889,11.18033989,0.0
241,29.58,74.32,2020-12-19 02:30:00+05:30,6.13,88,2.55,0,Clear,1020,182.3,66.02555556,100.0,0.0
242,30.68,76.72,2020-06-07 14:30:00+05:30,31.96,47,2.68,65,Clouds,1003,311.18,26.26,85.21150157,0.0
243,31.38,75.38,2020-12-20 20:30:00+05:30,9.98,87,2.22,38,Clouds,1019,229.18,81.20333333,100.0,0.0
244,22.75,72.68,2020-03-01 02:30:00+05:30,22.31,69,1.78,0,Clear,1010,18.73,84.87111111,0.0,0.0
245,34.21,74.34,2020-08-22 05:30:00+05:30,14.99,92,0.81,79,Rain,1013,1582.07,85.44,7.071067812,0.0
246,23.22,72.68,2020-03-27 02:30:00+05:30,21.93,81,3.34,27,Rain,1013,69.5,41.99888889,100.0,0.0
247,26.8,82.72,2020-08-13 20:30:00+05:30,29.52,88,2.04,96,Rain,997,89.71,77.97666667,84.11896338,0.0
248,28.47,77.03,2020-08-08 17:30:00+05:30,34.06,73,1.04,47,Rain,996,221.97,0.625555556,100.0,0.0
249,28.67,77.22,2020-06-06 08:30:00+05:30,27.97,74,2.6,20,Haze,1003,214.79,16.47222222,100.0,0.0
250,24.42,81.88,2020-11-18 08:30:00+05:30,19.01,84,0.0,40,Clouds,1012,269.16,82.81444444,14.76482306,0.0
251,14.8,75.4,2020-05-31 05:30:00+05:30,26.62,88,3.4,100,Clouds,1010,574.04,34.71222222,20.61552813,0.0
252,27.42,80.12,2020-05-18 20:30:00+05:30,30.36,43,2.77,0,Clear,1001,142.94,68.67444444,66.73080248,0.0
253,19.98,73.8,2020-08-17 23:30:00+05:30,23.09,94,1.0,40,Rain,1005,585.61,22.61111111,37.85498646,0.0
254,26.5,83.79,2020-08-25 11:30:00+05:30,33.15,71,2.98,61,Clouds,1004,75.22,74.85888889,22.20360331,0.0
255,21.45,80.2,2021-02-14 05:30:00+05:30,18.12,81,1.48,31,Clouds,1013,310.92,66.12222222,12.80624847,0.0
256,27.22,77.48,2020-06-23 11:30:00+05:30,35.88,59,2.93,29,Clouds,1002,175.62,29.74333333,100.0,0.0
257,11.13,79.08,2020-12-13 23:30:00+05:30,22.97,94,1.65,34,Clouds,1013,69.4,73.55222222,11.40175425,0.0
258,29.5333,75.0167,2021-02-10 02:30:00+05:30,12.6,83,2.07,0,Clear,1013,199.63,56.84,100.0,0.0
259,28.15,77.33,2020-11-18 14:30:00+05:30,25.01,40,1.58,0,Clear,1013,196.25,48.12666667,100.0,0.0
260,20.5,86.42,2020-06-09 08:30:00+05:30,30.38,82,1.36,64,Clouds,1003,8.61,79.98888889,35.05709629,0.0
261,27.48,94.9,2020-04-16 17:30:00+05:30,25.91,76,1.02,82,Rain,1008,105.27,44.70555556,5.0,0.0
262,13.13,78.13,2020-07-28 05:30:00+05:30,22.41,89,4.54,100,Clouds,1009,836.06,1.46,5.0,0.0
263,26.28,94.83,2020-04-06 08:30:00+05:30,18.83,60,1.21,17,Clouds,1016,877.68,91.8,100.0,0.0
264,25.93,80.8,2020-10-31 05:30:00+05:30,18.92,75,2.14,0,Clear,1013,116.5,71.22666667,6.32455532,0.0
265,29.45,75.68,2020-03-17 17:30:00+05:30,26.14,46,1.96,0,Clear,1015,216.36,90.82555556,100.0,0.0
266,25.28,79.87,2021-01-02 05:30:00+05:30,11.72,90,1.92,47,Clouds,1017,212.51,68.73333333,3.605551275,0.0
267,23.83,78.72,2020-03-02 23:30:00+05:30,21.01,73,1.89,29,Clouds,1012,512.05,82.23222222,14.14213562,0.0
268,23.03,72.62,2020-12-16 23:30:00+05:30,17.63,72,1.0,20,Haze,1018,53.67,1.561111111,100.0,0.0
269,20.95,72.93,2020-10-29 08:30:00+05:30,22.7,74,1.55,2,Clear,1013,11.33,57.65888889,3.16227766,0.0
270,9.9833,76.2833,2021-01-07 02:30:00+05:30,24.95,88,0.0,40,Mist,1019,4.91,14.28555556,8.062257748,0.0
271,19.01,72.85,2020-02-08 23:30:00+05:30,25.95,44,2.1,0,Smoke,1014,10.09,6.917777778,10.63014581,0.0
272,26.5,77.0167,2021-02-09 14:30:00+05:30,27.5,33,2.0,18,Clouds,1014,274.41,0.0,29.06888371,0.0
273,23.2667,77.4,2021-01-17 20:30:00+05:30,21.13,64,3.09,20,Haze,1014,499.55,14.69111111,10.77032961,0.0
274,22.7667,74.6,2021-02-01 02:30:00+05:30,13.43,63,2.62,0,Clear,1017,327.63,0.0,9.055385138,0.0
275,28.98,77.7,2020-12-09 08:30:00+05:30,12.75,100,0.0,90,Fog,1017,227.43,4.356666667,94.87360012,0.0
276,29.17,75.72,2020-05-05 11:30:00+05:30,33.82,36,0.5,20,Clouds,1009,209.43,48.64333333,100.0,0.0
277,25.35,74.63,2020-04-12 08:30:00+05:30,26.34,50,1.55,0,Clear,1014,420.6,2.254444444,8.602325267,0.0
278,20.67,85.6,2020-12-19 17:30:00+05:30,24.55,59,1.36,0,Clear,1016,56.86,90.11777778,51.66236541,0.0
279,21.62,71.23,2020-08-03 05:30:00+05:30,27.29,92,1.37,98,Clouds,1000,133.55,61.43111111,11.70469991,0.0
280,29.92,73.88,2020-12-24 02:30:00+05:30,9.01,83,0.0,0,Mist,1019,175.81,34.99111111,100.0,0.0
281,24.9,79.6,2020-02-17 11:30:00+05:30,24.8,41,2.28,0,Clear,1020,304.49,55.98888889,12.08304597,0.0
282,22.08,79.53,2020-11-12 11:30:00+05:30,27.37,62,3.4,43,Rain,1018,605.55,76.59444444,13.03840481,0.0
283,16.03,74.6,2020-02-12 08:30:00+05:30,20.55,78,4.27,1,Clear,1019,747.58,19.10222222,17.69180601,0.0
284,15.87,74.5,2020-08-11 02:30:00+05:30,21.01,98,3.9,100,Rain,1009,778.75,51.85777778,38.58756276,0.0
285,22.83,74.27,2020-07-10 08:30:00+05:30,27.21,87,5.88,88,Clouds,1004,289.75,3.567777778,14.86606875,0.0
286,15.42,75.62,2020-10-10 14:30:00+05:30,30.68,58,0.0,40,Clouds,1002,668.25,11.77555556,100.0,0.0
287,31.1,77.17,2020-11-23 11:30:00+05:30,11.09,47,0.0,20,Drizzle,1039,1978.24,77.26555556,100.0,0.0
288,20.85,86.33,2020-10-25 23:30:00+05:30,26.7,90,0.79,7,Clear,1011,15.41,85.51666667,2.236067977,0.0
289,11.35,77.73,2020-01-30 08:30:00+05:30,23.72,85,1.33,41,Clouds,1016,169.08,42.90777778,13.41640786,0.0
290,11.23,76.89,2020-05-25 23:30:00+05:30,26.88,71,2.4,68,Clouds,1010,355.3,33.20888889,100.0,0.0
291,21.1833,81.2833,2021-02-13 17:30:00+05:30,28.59,33,1.0,20,Clouds,1012,289.8,45.93111111,12.16552506,0.0
292,12.52,76.9,2020-07-31 08:30:00+05:30,24.23,86,3.24,100,Clouds,1009,667.76,72.40777778,10.0,0.0
293,20.46,85.88,2020-10-30 11:30:00+05:30,30.99,53,2.98,6,Clear,1010,24.78,26.23888889,6.403124237,0.0
294,28.95,77.22,2020-06-01 20:30:00+05:30,28.56,73,1.82,68,Clouds,1006,222.25,69.38444444,12.80624847,0.0
295,22.47,70.07,2020-04-11 02:30:00+05:30,25.0,92,2.83,0,Clear,1012,13.61,14.55222222,2.0,0.0
296,27.57,76.6,2020-10-03 20:30:00+05:30,27.92,50,2.99,0,Clear,1007,276.81,34.25888889,100.0,0.0
297,24.8833,72.8667,2021-02-09 02:30:00+05:30,12.65,71,1.28,71,Clouds,1016,342.39,21.07888889,36.40054945,0.0
298,20.85,85.1,2021-01-04 17:30:00+05:30,25.14,58,1.0,1,Clear,1011,114.82,86.74,5.656854249,0.0
299,22.59,88.31,2020-04-18 14:30:00+05:30,32.39,70,1.5,20,Clouds,1007,4.65,15.96333333,18.97366596,0.0
300,28.9,76.5667,2021-01-14 14:30:00+05:30,18.23,57,0.98,88,Clouds,1015,217.07,38.02111111,100.0,0.0
301,25.76,84.15,2020-02-23 05:30:00+05:30,18.51,94,1.7,21,Clouds,1017,62.43,56.30111111,21.84032967,0.0
302,24.57,73.69,2020-02-24 11:30:00+05:30,22.96,53,2.52,1,Clear,1017,592.61,21.05888889,100.0,0.0
303,21.3,76.23,2020-10-05 14:30:00+05:30,33.79,52,3.59,24,Clouds,1007,251.5,71.74333333,1.414213562,0.0
304,26.33,94.53,2020-03-20 20:30:00+05:30,17.0,84,1.4,49,Clouds,1013,1342.92,90.23555556,94.66784037,0.0
305,19.88,75.33,2020-02-26 08:30:00+05:30,20.04,37,1.5,1,Haze,1017,572.29,11.67444444,17.0,0.0
306,11.87,75.36,2020-06-29 08:30:00+05:30,27.21,92,0.0,20,Rain,1006,15.28,35.01444444,5.830951895,0.0
307,24.58,80.83,2020-07-20 02:30:00+05:30,28.57,81,0.0,40,Thunderstorm,999,318.83,36.22333333,18.35755975,0.0
308,21.1,82.1,2021-02-01 11:30:00+05:30,24.35,31,1.78,0,Clear,1020,286.22,37.65888889,12.72792206,0.0
309,20.4,78.13,2020-04-19 14:30:00+05:30,38.43,28,1.04,20,Clouds,1008,442.84,57.15,28.65309756,0.0
310,20.75,78.62,2020-06-30 20:30:00+05:30,29.51,74,1.36,100,Clouds,1003,280.85,51.63111111,42.52058325,0.0
311,22.57,88.37,2020-08-07 20:30:00+05:30,29.58,91,1.5,20,Clouds,1002,6.75,9.135555556,19.6977156,0.0
312,26.1,94.2667,2021-01-26 14:30:00+05:30,20.98,62,1.88,68,Clouds,1013,1541.77,93.34444444,75.45197148,0.0
313,25.67,76.7,2020-05-22 11:30:00+05:30,41.59,21,4.81,0,Clear,1003,234.32,10.20777778,100.0,0.0
314,29.97,78.17,2020-07-27 23:30:00+05:30,27.58,88,0.35,95,Clouds,1003,317.4,62.34111111,9.219544457,0.0
315,30.48,74.52,2020-03-15 02:30:00+05:30,12.5,95,1.81,79,Clouds,1017,195.87,73.58444444,100.0,0.0
316,21.8333,76.3333,2021-02-11 17:30:00+05:30,31.52,27,1.89,82,Clouds,1010,322.54,36.90444444,26.2488095,0.0
317,12.31,76.65,2020-03-04 23:30:00+05:30,25.18,73,2.24,21,Clouds,1012,746.52,9.655555556,12.0,0.0
318,28.98,77.02,2020-04-01 08:30:00+05:30,20.93,70,2.19,10,Clear,1012,223.65,45.01222222,71.16881339,0.0
319,25.77,73.33,2020-05-04 17:30:00+05:30,39.41,27,4.07,53,Clouds,1005,217.81,0.105555556,3.16227766,0.0
320,26.93,81.19,2020-12-02 05:30:00+05:30,12.41,91,1.71,0,Clear,1016,117.15,71.43111111,90.04998612,0.0
321,17.68,75.92,2020-05-06 11:30:00+05:30,39.64,23,1.0,13,Clouds,1005,472.64,34.24,11.70469991,0.0
322,9.58,76.52,2020-11-11 05:30:00+05:30,25.06,92,1.26,29,Clouds,1009,3.79,75.83555556,3.605551275,0.0
323,21.7,72.97,2020-06-06 02:30:00+05:30,27.15,86,4.08,33,Clouds,1005,16.28,64.12,13.41640786,0.0
324,30.38,75.55,2020-07-29 20:30:00+05:30,30.61,84,2.78,69,Rain,1001,230.66,67.36888889,100.0,0.0
325,8.48,76.92,2020-10-25 02:30:00+05:30,26.99,78,0.5,20,Mist,1009,4.25,4.683333333,5.656854249,0.0
326,31.33,75.58,2020-04-15 14:30:00+05:30,35.55,32,2.26,17,Clouds,1008,246.54,17.73666667,100.0,0.0
327,20.83,83.92,2020-11-12 08:30:00+05:30,24.87,80,1.84,43,Clouds,1018,106.0,62.74222222,1.0,0.0
