lat,long,temp,humidity,wind,cloud,weather,pressure,sea level,forest,river,class
18.89,81.35,26.71,71,1.34,100,Clouds,1000,360.83,86.71777778,100,0
14.68,77.6,25.24,85,4.22,100,Clouds,1008,345.87,9.114444444,8.062257748,0
30.38,76.78,22.59,68,1.5,97,Clouds,1011,272.85,55.94222222,100,0
21.15,79.1,23.01,94,3.6,75,Thunderstorm,1007,307.73,1.81,2.828427125,0
32.28,75.65,17.35,76,1.69,5,Clear,1013,331.11,50.45,24.18677324,0
18.8167,82.7167,15.88,92,1.8,0,Clear,1014,894.17,24.01444444,26.41968963,0
29.32,76.32,24.51,65,4.46,82,Clouds,1011,225.4,62.10111111,100,0
15.47,75.02,24.59,84,3.53,99,Clouds,1010,701.86,58.35777778,15.03329638,0
21.02,75.57,40.66,33,3.46,22,Clouds,1004,207.82,51.77777778,28.16025568,0
23.53,77.82,30.15,74,2.41,95,Clouds,1000,423.78,77.43444444,17.02938637,0
16.2,77.37,20.69,79,1.7,0,Clear,1013,414.42,11.24444444,11.40175425,0
29.98,75.38,29.5,36,0.76,0,Clear,1009,217.65,73.10333333,100,0
27.43,82.18,28.44,69,4.62,0,Clear,999,107.81,85.66555556,24.75883681,0
17.05,79.27,26.11,70,1.99,51,Clouds,1011,230.56,22.75444444,22.02271555,0
27.5,77.6833,9.71,93,0.86,0,Clear,1020,176.8,28.85222222,100,0
20.73,81.2,25.76,66,2.05,26,Clouds,1013,324.07,72.55777778,3.605551275,0
23.32,75.07,35.6,30,3.76,36,Rain,1008,490.36,74.65333333,29.06888371,0
31.12,76.13,32.42,68,1.97,49,Rain,1002,258.85,77.24444444,100,0
27.6,78.05,30.29,86,1.05,95,Clouds,1000,178.92,59.01888889,100,0
23.9,91.23,34.83,62,1,20,Clouds,1007,6.96,63.00111111,15,0
20.53,76.18,30.75,65,1,54,Clouds,1001,657.03,80.26222222,22.20360331,0
22.33,77.1,30.25,38,2.32,37,Clouds,1006,286.55,89.84444444,100,0
17.25,80.15,27.44,67,1.68,0,Clear,1012,124.27,59.83222222,5.385164807,0
22.07,81.68,20.26,79,1.84,46,Clouds,1015,278.01,88.48666667,100,0
29.5167,75.45,9.81,86,2.42,0,Clear,1018,212.66,69.00111111,100,0
23.33,86.37,20.07,79,1.36,93,Clouds,1013,246.63,27.58111111,10,0
26.7833,82.1333,10.42,90,2.01,0,Clear,1018,99.8,52.18666667,16.15549442,0
17.47,73.6,24.63,91,0.71,14,Clouds,1009,119.76,90.61888889,21.54065923,0
16.65,74.13,26.44,78,3.27,36,Clouds,1008,551.14,76.64111111,100,0
20.63,72.93,28.69,57,2.18,0,Clear,1014,1,56.78111111,8.062257748,0
32.73,74.87,15.57,63,1.5,5,Clear,1012,352.51,17.70222222,3.605551275,0
21.33,83.62,21.06,71,2.54,0,Clear,1016,171.68,74.34666667,8,0
31.53,75.92,27.59,68,1.14,35,Clouds,1011,306.38,46.09,55.47071299,0
26.92,75.82,25.11,58,1.91,0,Clear,1009,439.05,15.84777778,100,0
22.0667,78.9333,20.55,55,2.89,18,Clouds,1018,681.91,47.39222222,45.88027899,0
22.6,75.3,20.35,74,1,1,Clear,1017,560.46,54.19111111,2.236067977,0
20.82,71.03,27.4,91,3.63,100,Rain,998,25.71,22.60222222,14.2126704,0
27.37,79.63,27.87,73,1.43,94,Clouds,1006,148.22,37.67666667,8.94427191,0
24.18,86.3,19.07,85,1.38,30,Clouds,1012,295.18,33.37333333,14,0
18.0333,78.2667,29.6,42,1.79,0,Clear,1011,458.02,58.47555556,9.899494937,0
-8.59,116.2,29.16,68,0.56,67,Clouds,1008,136.17,87.76666667,93.13431162,0
31.6331,74.8656,6.75,94,0.6,0,Clear,1016,233.28,15.91333333,100,0
21.77,72.15,31.68,70,3.73,3,Clear,1006,20.98,3.678888889,26.07680962,0
21.06,86.51,28.46,93,1.92,98,Clouds,999,15.89,86.47666667,10,0
25.18,75.83,28.95,79,1,20,Clouds,997,235.91,15.29888889,0,0
16,76.96,30.18,67,2.96,77,Clouds,1008,371.66,92.81,100,0
23.08,87.32,34.82,66,2.21,75,Clouds,1002,60.06,79.55555556,3.16227766,0
16.7,74.22,25.89,87,1.53,87,Clouds,1011,561.54,42.15888889,9.219544457,0
25.73,82.68,17.26,84,2.56,28,Clouds,1014,81.35,75.36555556,15.55634919,0
29.39,76.97,38.23,30,2.76,27,Clouds,1003,235.74,31.49,37,0
26.75,94.2167,17.99,83,1.37,1,Clear,1013,91.81,78.97666667,72.44998275,0
20.18,85.62,19.19,83,0.93,0,Clear,1018,47.05,90.20444444,79.07591289,0
19.72,77.15,27.03,88,2.45,84,Rain,1007,467.99,68.80777778,9,0
24.07,75.07,25.73,96,3.31,100,Clouds,1004,435.46,69.41222222,11.70469991,0
19.87,82.93,30.09,77,1.47,100,Rain,1008,216.86,84.91555556,10,0
21.7,81.53,33.02,62,4.3,100,Clouds,1000,277.45,91.06,60.74537019,0
21.37,74.25,29.71,70,2.93,0,Clear,1008,223.61,32.32666667,14.4222051,0
30.4,74.03,19.45,83,2.55,19,Clouds,1012,181.65,80.93666667,87.20665112,0
13.3422,77.1017,24.99,42,4.25,62,Clouds,1017,811.54,26.45333333,6.32455532,0
32.1,76.27,22.18,83,1.31,0,Clear,1003,769.27,88.71444444,100,0
31.72,76.92,20.65,84,1.63,17,Clouds,1003,1168.53,84.99111111,7.615773106,0
30.23,75.83,15.81,70,2.48,0,Clear,1017,237.81,68.50666667,100,0
10.92,79.83,31.21,76,0,40,Clouds,1003,5.87,54.33,14.31782106,0
19.95,79.3,25.13,93,3.89,100,Rain,1003,183.89,43.51,3.605551275,0
25.95,80.15,32.23,70,3.43,99,Clouds,998,100.84,48.14444444,0,0
27.88,79.92,8.64,97,1,100,Fog,1019,147.89,55.62555556,18.43908891,0
18.17,76.05,24.71,91,2.36,68,Clouds,1011,655.81,23.28222222,17.2626765,0
26.78,79.02,24.51,58,1.36,0,Clear,1017,153.62,44.37111111,100,0
27.58,81.6,29.39,75,0,90,Rain,1003,125.32,74.38666667,100,0
22.75,77.72,28.41,84,0,90,Rain,997,299.63,79.70222222,100,0
21.23,81.63,31.64,64,1,40,Rain,998,291.23,25.75222222,2,0
15.15,76.93,30.53,65,4.44,100,Clouds,1007,452.74,49.92777778,17.2626765,0
26.45,74.63,14.64,23,1,0,Haze,1020,513.86,1.735555556,16.15549442,0
27.2,73.73,28.31,83,3.05,70,Rain,1007,294.25,0.102222222,10.19803903,0
13.98,0.06,36.28,39,4.83,41,Clouds,1007,289.06,36.646,100,0
27.15,78.42,22.03,66,2.19,48,Clouds,1011,165.89,36.22666667,42.54409477,0
21.85,84.03,16.46,85,0,0,Haze,1018,218.73,47.93333333,58.13776741,0
11.93,79.83,27.79,71,0,40,Clouds,1011,6.32,21.35111111,4.472135955,0
28.82,79.03,32.28,75,4.19,22,Clouds,997,190.85,77.76,100,0
17.9,77.55,26.31,85,3.53,98,Clouds,1010,602.12,24.28,14.86606875,0
29.47,77.68,14.04,74,1.98,0,Clear,1014,235.93,62.78666667,10.77032961,0
18.4,76.58,33.9,49,2.48,20,Clouds,1013,638.68,64.29888889,22.20360331,0
28.02,73.3,5.85,80,1.2,0,Clear,1021,235.65,0.291111111,32,0
26.32,91,29.32,47,1.17,82,Clouds,1012,38.22,84.49111111,17,0
26.22,78.18,10.04,82,1,0,Fog,1021,211.74,10.68,41.23105626,0
25.1,76.52,32.73,57,4.25,21,Clouds,1002,260.97,74.55,9.433981132,0
10.77,79.65,26.81,70,7.49,87,Clouds,1012,11.02,81.25111111,22.8035085,0
12.13,78.17,24.81,83,3.26,99,Clouds,1009,451.91,63.17444444,100,0
27.57,80.68,22.3,63,5.82,0,Clear,1011,134.21,72.01444444,21.21320344,0
18,79.58,28.57,76,2.78,100,Clouds,1003,252.41,45.91555556,2.828427125,0
21.17,79.65,26.08,92,1.38,96,Clouds,1001,257.79,69.81222222,18.43908891,0
22.3,70.78,29.43,10,3.1,20,Clouds,987,134.18,6.047777778,34.98571137,0
26.4,90.27,21.42,54,1.51,0,Clear,1015,46.64,86.92444444,100,0
16.98,73.3,29.43,81,1.5,20,Clouds,1009,2.27,53.99,0,0
12.93,79.13,28.06,72,3.88,64,Clouds,1013,207.76,52.63888889,6,0
22.82,70.83,22.6,54,2.51,0,Clear,1015,45.38,20.96777778,7.071067812,0
10.35,77.95,29.01,70,0.25,94,Clouds,1010,260.82,52.43666667,41.72529209,0
29.37,78.13,31.01,65,2.06,0,Clear,1004,231.92,78.06111111,34.43835072,0
11.92,76.95,20.89,94,1.88,100,Rain,1010,718.21,41.74444444,12.08304597,0
25.58,83.57,16.22,94,1.78,2,Clear,1016,70.3,63.81777778,6.403124237,0
18.52,73.86,29.6,24,0.5,0,Clear,1013,555.85,13.21555556,12.16552506,0
20.26,86.17,27.54,93,2.98,97,Clouds,1005,12.31,88.84444444,36.05551275,0
23.25,87.07,28.42,41,2.19,0,Clear,1009,81.39,64.89,20.61552813,0
13.35,74.75,28.35,84,1.67,32,Clouds,1011,8.26,73.53555556,25.49509757,0
11.65,78.17,23.95,83,0,20,Clouds,1008,281.97,40.89444444,10.44030651,0
20.9,74.78,40.29,21,1.55,6,Clear,1010,261.22,18.48666667,9.219544457,0
10.77,79.83,31.45,67,3.1,85,Clouds,1005,0.75,57.04888889,11.66190379,0
26.03,89.97,28.41,96,0.94,92,Rain,1003,31.66,57.20111111,6.708203932,0
29.97,76.85,29.37,95,1.9,78,Clouds,1000,257.86,54.88444444,100,0
27.88,78.08,32.19,66,2.1,40,Haze,999,184.66,15.52222222,7.810249676,0
24.1,91.63,31.14,77,0.83,96,Rain,1008,28.25,86.72333333,32.20248438,0
24.57,77.72,23.63,63,2.52,32,Clouds,1013,495.78,88.06666667,16.2788206,0
19.27,76.78,33.57,48,1.59,21,Clouds,1009,421.01,71.66555556,100,0
22.6,80.38,19.8,77,1.53,4,Clear,1014,448.31,81.82888889,3.605551275,0
26.91,70.92,30.63,74,4.6,0,Clear,994,226.58,0.25,1,0
20.27,81.49,24.12,93,1.72,85,Clouds,1007,397.38,33.94,30.88689042,0
26.06,83.19,32.38,70,2.5,61,Clouds,1001,73.02,78.10444444,67.0298441,0
25.43,77.65,17.61,67,3.08,65,Clouds,1012,467.98,14.87888889,16.1245155,0
24.12,120.66,25.34,88,1,40,Rain,1005,50.2,11.28,29.69848481,0
16.3,80.45,31.72,56,2.78,35,Clouds,1010,28.81,51.49333333,33.54101966,0
27.62,75.15,6.61,78,0,0,Clear,1021,430.03,0.058888889,29.01723626,0
11,76.97,22.86,73,0,40,Mist,1012,413.87,14.41777778,5,0
28.05,79.12,13.24,89,2.24,0,Clear,1019,170.25,77.46888889,7.280109889,0
19.08,74.73,25.91,82,5.66,35,Clouds,1002,641.79,45.68222222,45.607017,0
29.8,76.38,37.04,47,2.94,3,Clear,1003,237.31,66.15888889,100,0
44.12,3.87,9.27,92,2.09,100,Rain,1020,364.8,86.09,100,0
29.97,77.55,29.33,40,3.19,30,Clouds,1002,277.43,42.69222222,100,0
22.95,79.2,27.54,87,1.34,100,Clouds,1003,359.07,88.61888889,96.25487001,0
20.71,81.55,20.46,90,2.29,21,Clouds,1014,322.74,71.71888889,29.73213749,0
25.67,78.47,34.17,63,3.6,92,Clouds,998,236.29,36.17666667,4.472135955,0
12.98,77.6,25.04,66,2.1,40,Rain,977,918.3,4.252222222,12.04159458,0
22.35,82.68,26.7,90,2.94,100,Rain,1002,279.58,19.87111111,2.236067977,0
17.38,78.47,26.01,76,2.1,90,Haze,1001,496.43,3.436666667,25.07987241,0
21.45,83.97,18.53,90,2.16,100,Clouds,1015,136,72.13555556,0,0
21.8,80.18,14.77,91,0.98,0,Clear,1017,297.7,64.62333333,3,0
16.83,75.7,24.55,86,3.73,100,Clouds,1010,612.97,0.07,34.82814953,0
31.96,77.11,21.68,72,1.76,50,Rain,1007,1206.24,85.91555556,100,0
24.65,77.32,12.39,65,1,0,Clear,1019,476.85,74.67666667,17,0
26.87,95.52,24.25,77,0.84,75,Rain,1011,1347.02,96.47444444,100,0
12.53,78.23,35.73,41,1.7,73,Clouds,1008,492.02,8.385555556,5.656854249,0
25.15,82.58,26.98,92,4.4,100,Rain,1002,81.72,72.78444444,5.385164807,0
23.18,75.77,33.01,50,2.1,20,Rain,998,487.97,59.10444444,2.236067977,0
28.67,77.43,26.77,75,1.85,5,Clear,1006,210.86,5.172222222,100,0
22.72,75.83,29.08,74,0,40,Haze,1003,550.43,31.00111111,15.26433752,0
21.1,81.03,25.31,66,0,84,Clouds,1017,308,78.64333333,4.123105626,0
22.01,82.58,28.44,87,0.91,100,Clouds,1006,273.31,85.34555556,6.403124237,0
33.73,75.15,8.66,38,0.52,90,Clouds,1013,1598.02,85.47444444,22.02271555,0
19.38,85.07,26.88,72,3.38,83,Clouds,1011,3.72,44.61777778,3.605551275,0
18.43,79.15,29.91,74,4.48,40,Clouds,1012,259.98,48.10111111,7.071067812,0
28.58,77.33,24.89,64,1.92,0,Clear,1009,200.81,8.835555556,100,0
34.08,74.82,23.62,36,0.5,62,Clouds,1005,1587.79,26.64888889,5.656854249,0
24.53,81.3,25.88,78,0.9,65,Clouds,1007,305.52,68.15,4.123105626,0
25.35,72.63,28.22,38,2.4,39,Clouds,1009,164.08,2.122222222,4.472135955,0
25.67,94.12,17,60,1,95,Clouds,1014,1433.54,77.65666667,100,0
25.45,81.85,29.98,64,2.19,97,Clouds,1001,94.68,13.99555556,17.4642492,0
24.72,80.2,26.57,94,3.02,91,Rain,1001,406.7,70.34,3.605551275,0
24.18,88.27,25.41,92,1.92,1,Clear,1009,21.42,82.21333333,2,0
11.22,78.17,22.91,94,0.88,84,Rain,1011,193.41,43.05444444,30.08321791,0
15.83,78.04,37,32,2.6,20,Clouds,1000,280.11,38.03444444,9.433981132,0
28.43,77.32,30.72,80,1.65,100,Clouds,1007,203.14,26.34,33.52610923,0
22.08,82.15,30.65,77,2.16,99,Rain,1004,264.07,39.40888889,8.602325267,0
26.56,78.79,39.18,26,3.76,0,Clear,998,152.93,58.78555556,1,0
30.92,77.12,20.11,59,1.87,0,Clear,1014,1291,86.54888889,69.42621983,0
14.23,76.4,23.03,87,4.6,20,Clouds,1008,721.97,9.648888889,13,0
23.83,80.39,41.57,27,2.59,83,Clouds,1001,373,28.77555556,51.0881591,0
26.27,82.07,21.99,64,3.03,0,Clear,1012,90.46,67.16888889,2,0
17.33,76.83,29.37,37,1,20,Clouds,1009,454.18,11.57,5.099019514,0
24.6,76.15,38.79,23,3.39,0,Clear,1009,314.89,35.80333333,11.04536102,0
19.17,83.42,34.84,64,3.21,42,Clouds,1004,215.94,82.28222222,8.062257748,0
9.27,76.78,24.81,95,1.06,97,Clouds,1011,32.86,80.36888889,64.63745044,0
25.67,94.5,25.17,83,0.74,100,Clouds,1006,1662.83,96.40777778,100,0
26.47,79.52,30.94,84,1.91,82,Rain,1000,142.02,69.82,45.27692569,0
22.97,76.07,29.57,29,4.21,4,Clear,1008,546.32,68.27555556,4.472135955,0
21.49,86.93,28.99,42,1.5,13,Clouds,1015,17.36,85.88444444,16.2788206,0
25.01,88.14,23.01,46,0,20,Clouds,1018,25.9,60.47,5,0
24.75,78.83,10.37,88,1.85,15,Clouds,1020,351.31,55.25777778,11.04536102,0
8.88,76.6,25.97,89,2.18,100,Rain,1010,11.96,37.92,7.071067812,0
27.63,78.67,31.8,42,1.16,0,Clear,1010,169.06,90.08555556,55.10898293,0
15.35,76.15,26.37,77,8.53,100,Clouds,1007,526.54,0,8.602325267,0
28.78,76.13,28.32,51,0.23,0,Clear,1014,215.17,13.61777778,100,0
29.6833,76.9833,22.79,72,1.5,0,Clear,1012,248.86,52.19888889,21.1896201,0
27.95,80.77,17.04,82,2.46,100,Clouds,1017,147.85,73.33777778,44.64302857,0
20.73,77,29.93,60,0,40,Clouds,1006,276.73,63.84,13.41640786,0
11.75,79.75,27.42,62,1.5,20,Clouds,1011,5.64,63.56777778,5.385164807,0
25.43,78.58,26.17,92,0,40,Haze,998,244.28,29.02111111,26.2488095,0
26.45,91.44,26.72,94,0.76,98,Clouds,1001,53.34,84.12666667,10.29563014,0
27.13,81.93,33.19,74,1.42,68,Rain,996,108.18,82.50111111,100,0
21.17,72.83,20.79,69,0,34,Clouds,1012,11.5,7.303333333,21.40093456,0
16.8544,74.5642,28.19,53,0.5,0,Clear,1013,546.27,67.96222222,11.40175425,0
27.23,79.02,20.31,72,1.93,0,Clear,1013,156.44,47.81555556,3.16227766,0
26.1667,90.6167,21.74,68,1.14,2,Clear,1019,33.11,51.56444444,5,0
16.18,75.7,29.82,64,5.4,3,Clear,1010,542.07,45.76,10.44030651,0
26.17,75.78,21.35,43,1.45,75,Clouds,1019,273.58,13.66555556,17.80449381,0
19.2,72.97,25.97,88,2.13,17,Clouds,1011,15.05,51.57888889,12.20655562,0
30.9,75.85,25.77,65,2.72,0,Clear,1006,248.26,1.454444444,58.46366393,0
30.2,74.95,30.36,61,2.37,0,Clear,996,205.08,38.99555556,100,0
24.68,92.57,27.63,94,0.36,98,Rain,1003,22.26,88.65555556,35.51056181,0
30.67,74.75,17.53,80,0.76,0,Clear,1008,208,55.58333333,24.8394847,0
22.57,72.93,26.42,95,3.24,100,Rain,1002,38.61,58.15444444,50.24937811,0
21.64,69.61,32.18,49,6.2,0,Clear,1013,2.32,3.897777778,5.385164807,0
13.92,75.57,29.29,62,4.92,86,Clouds,1008,573.52,42.25111111,2,0
29.33,80.1,23.56,94,0.29,98,Rain,1003,1625.74,78.14333333,100,0
21.9,83.4,27.21,85,1.45,28,Clouds,1008,215.03,60.76555556,33.24154028,0
14.47,78.82,26.37,74,1,20,Clouds,1009,125.77,19.42444444,16.2788206,0
28.63,75.38,37.16,23,4.26,0,Clear,1005,236.9,0.04,100,0
19.67,78.53,36.45,45,2.55,68,Clouds,1006,256.09,50.47111111,9.433981132,0
18.67,78.12,26.01,82,1,20,Clouds,1001,378.78,64.18,30.59411708,0
13.32,75.78,20.21,73,2.1,40,Clouds,945,1022.27,35.10333333,9,0
23.83,79.45,32.01,30,2.31,9,Clear,1008,377.63,45.49,8.544003745,0
24.63,94.02,18.37,56,0.68,0,Clear,1017,774.2,58.72,42.54409477,0
27.03,88.27,13.55,93,1.2,96,Rain,1012,1949.82,86.59888889,75.16648189,0
10.8,79.15,29.68,59,4.9,91,Clouds,1011,36.31,74.17888889,11.18033989,0
29.58,74.32,6.13,88,2.55,0,Clear,1020,182.3,66.02555556,100,0
30.68,76.72,31.96,47,2.68,65,Clouds,1003,311.18,26.26,85.21150157,0
31.38,75.38,9.98,87,2.22,38,Clouds,1019,229.18,81.20333333,100,0
22.75,72.68,22.31,69,1.78,0,Clear,1010,18.73,84.87111111,0,0
34.21,74.34,14.99,92,0.81,79,Rain,1013,1582.07,85.44,7.071067812,0
23.22,72.68,21.93,81,3.34,27,Rain,1013,69.5,41.99888889,100,0
26.8,82.72,29.52,88,2.04,96,Rain,997,89.71,77.97666667,84.11896338,0
28.47,77.03,34.06,73,1.04,47,Rain,996,221.97,0.625555556,100,0
28.67,77.22,27.97,74,2.6,20,Haze,1003,214.79,16.47222222,100,0
24.42,81.88,19.01,84,0,40,Clouds,1012,269.16,82.81444444,14.76482306,0
14.8,75.4,26.62,88,3.4,100,Clouds,1010,574.04,34.71222222,20.61552813,0
27.42,80.12,30.36,43,2.77,0,Clear,1001,142.94,68.67444444,66.73080248,0
19.98,73.8,23.09,94,1,40,Rain,1005,585.61,22.61111111,37.85498646,0
26.5,83.79,33.15,71,2.98,61,Clouds,1004,75.22,74.85888889,22.20360331,0
21.45,80.2,18.12,81,1.48,31,Clouds,1013,310.92,66.12222222,12.80624847,0
27.22,77.48,35.88,59,2.93,29,Clouds,1002,175.62,29.74333333,100,0
11.13,79.08,22.97,94,1.65,34,Clouds,1013,69.4,73.55222222,11.40175425,0
29.5333,75.0167,12.6,83,2.07,0,Clear,1013,199.63,56.84,100,0
28.15,77.33,25.01,40,1.58,0,Clear,1013,196.25,48.12666667,100,0
20.5,86.42,30.38,82,1.36,64,Clouds,1003,8.61,79.98888889,35.05709629,0
27.48,94.9,25.91,76,1.02,82,Rain,1008,105.27,44.70555556,5,0
13.13,78.13,22.41,89,4.54,100,Clouds,1009,836.06,1.46,5,0
26.28,94.83,18.83,60,1.21,17,Clouds,1016,877.68,91.8,100,0
25.93,80.8,18.92,75,2.14,0,Clear,1013,116.5,71.22666667,6.32455532,0
29.45,75.68,26.14,46,1.96,0,Clear,1015,216.36,90.82555556,100,0
25.28,79.87,11.72,90,1.92,47,Clouds,1017,212.51,68.73333333,3.605551275,0
23.83,78.72,21.01,73,1.89,29,Clouds,1012,512.05,82.23222222,14.14213562,0
23.03,72.62,17.63,72,1,20,Haze,1018,53.67,1.561111111,100,0
20.95,72.93,22.7,74,1.55,2,Clear,1013,11.33,57.65888889,3.16227766,0
9.9833,76.2833,24.95,88,0,40,Mist,1019,4.91,14.28555556,8.062257748,0
19.01,72.85,25.95,44,2.1,0,Smoke,1014,10.09,6.917777778,10.63014581,0
26.5,77.0167,27.5,33,2,18,Clouds,1014,274.41,0,29.06888371,0
23.2667,77.4,21.13,64,3.09,20,Haze,1014,499.55,14.69111111,10.77032961,0
22.7667,74.6,13.43,63,2.62,0,Clear,1017,327.63,0,9.055385138,0
28.98,77.7,12.75,100,0,90,Fog,1017,227.43,4.356666667,94.87360012,0
29.17,75.72,33.82,36,0.5,20,Clouds,1009,209.43,48.64333333,100,0
25.35,74.63,26.34,50,1.55,0,Clear,1014,420.6,2.254444444,8.602325267,0
20.67,85.6,24.55,59,1.36,0,Clear,1016,56.86,90.11777778,51.66236541,0
21.62,71.23,27.29,92,1.37,98,Clouds,1000,133.55,61.43111111,11.70469991,0
29.92,73.88,9.01,83,0,0,Mist,1019,175.81,34.99111111,100,0
24.9,79.6,24.8,41,2.28,0,Clear,1020,304.49,55.98888889,12.08304597,0
22.08,79.53,27.37,62,3.4,43,Rain,1018,605.55,76.59444444,13.03840481,0
16.03,74.6,20.55,78,4.27,1,Clear,1019,747.58,19.10222222,17.69180601,0
15.87,74.5,21.01,98,3.9,100,Rain,1009,778.75,51.85777778,38.58756276,0
22.83,74.27,27.21,87,5.88,88,Clouds,1004,289.75,3.567777778,14.86606875,0
15.42,75.62,30.68,58,0,40,Clouds,1002,668.25,11.77555556,100,0
31.1,77.17,11.09,47,0,20,Drizzle,1039,1978.24,77.26555556,100,0
20.85,86.33,26.7,90,0.79,7,Clear,1011,15.41,85.51666667,2.236067977,0
11.35,77.73,23.72,85,1.33,41,Clouds,1016,169.08,42.90777778,13.41640786,0
11.23,76.89,26.88,71,2.4,68,Clouds,1010,355.3,33.20888889,100,0
21.1833,81.2833,28.59,33,1,20,Clouds,1012,289.8,45.93111111,12.16552506,0
12.52,76.9,24.23,86,3.24,100,Clouds,1009,667.76,72.40777778,10,0
20.46,85.88,30.99,53,2.98,6,Clear,1010,24.78,26.23888889,6.403124237,0
28.95,77.22,28.56,73,1.82,68,Clouds,1006,222.25,69.38444444,12.80624847,0
22.47,70.07,25,92,2.83,0,Clear,1012,13.61,14.55222222,2,0
27.57,76.6,27.92,50,2.99,0,Clear,1007,276.81,34.25888889,100,0
24.8833,72.8667,12.65,71,1.28,71,Clouds,1016,342.39,21.07888889,36.40054945,0
20.85,85.1,25.14,58,1,1,Clear,1011,114.82,86.74,5.656854249,0
22.59,88.31,32.39,70,1.5,20,Clouds,1007,4.65,15.96333333,18.97366596,0
28.9,76.5667,18.23,57,0.98,88,Clouds,1015,217.07,38.02111111,100,0
25.76,84.15,18.51,94,1.7,21,Clouds,1017,62.43,56.30111111,21.84032967,0
24.57,73.69,22.96,53,2.52,1,Clear,1017,592.61,21.05888889,100,0
21.3,76.23,33.79,52,3.59,24,Clouds,1007,251.5,71.74333333,1.414213562,0
26.33,94.53,17,84,1.4,49,Clouds,1013,1342.92,90.23555556,94.66784037,0
19.88,75.33,20.04,37,1.5,1,Haze,1017,572.29,11.67444444,17,0
11.87,75.36,27.21,92,0,20,Rain,1006,15.28,35.01444444,5.830951895,0
24.58,80.83,28.57,81,0,40,Thunderstorm,999,318.83,36.22333333,18.35755975,0
21.1,82.1,24.35,31,1.78,0,Clear,1020,286.22,37.65888889,12.72792206,0
20.4,78.13,38.43,28,1.04,20,Clouds,1008,442.84,57.15,28.65309756,0
20.75,78.62,29.51,74,1.36,100,Clouds,1003,280.85,51.63111111,42.52058325,0
22.57,88.37,29.58,91,1.5,20,Clouds,1002,6.75,9.135555556,19.6977156,0
26.1,94.2667,20.98,62,1.88,68,Clouds,1013,1541.77,93.34444444,75.45197148,0
25.67,76.7,41.59,21,4.81,0,Clear,1003,234.32,10.20777778,100,0
29.97,78.17,27.58,88,0.35,95,Clouds,1003,317.4,62.34111111,9.219544457,0
30.48,74.52,12.5,95,1.81,79,Clouds,1017,195.87,73.58444444,100,0
21.8333,76.3333,31.52,27,1.89,82,Clouds,1010,322.54,36.90444444,26.2488095,0
12.31,76.65,25.18,73,2.24,21,Clouds,1012,746.52,9.655555556,12,0
28.98,77.02,20.93,70,2.19,10,Clear,1012,223.65,45.01222222,71.16881339,0
25.77,73.33,39.41,27,4.07,53,Clouds,1005,217.81,0.105555556,3.16227766,0
26.93,81.19,12.41,91,1.71,0,Clear,1016,117.15,71.43111111,90.04998612,0
17.68,75.92,39.64,23,1,13,Clouds,1005,472.64,34.24,11.70469991,0
9.58,76.52,25.06,92,1.26,29,Clouds,1009,3.79,75.83555556,3.605551275,0
21.7,72.97,27.15,86,4.08,33,Clouds,1005,16.28,64.12,13.41640786,0
30.38,75.55,30.61,84,2.78,69,Rain,1001,230.66,67.36888889,100,0
8.48,76.92,26.99,78,0.5,20,Mist,1009,4.25,4.683333333,15.65685425,0
31.33,75.58,35.55,32,2.26,17,Clouds,1008,246.54,17.73666667,100,0
20.83,83.92,24.87,80,1.84,43,Clouds,1018,106,62.74222222,1,0
