temp,humidity,wind,cloud,weather,pressure,sea level,forest,river,class
29.93,60,0,40,Clouds,1006,276.73,63.84,13.41641,0
27.42,62,1.5,20,Clouds,1011,5.64,63.56778,5.385165,0
26.17,92,0,40,Haze,998,244.28,29.02111,26.24881,0
26.72,94,0.76,98,Clouds,1001,53.34,84.12667,10.29563,0
33.19,74,1.42,68,Rain,996,108.18,82.50111,100,0
20.79,69,0,34,Clouds,1012,11.5,7.303333,21.40093,0
28.19,53,0.5,0,Clear,1013,546.27,67.96222,11.40175,0
20.31,72,1.93,0,Clear,1013,156.44,47.81556,3.162278,0
21.74,68,1.14,2,Clear,1019,33.11,51.56444,5,0
29.82,64,5.4,3,Clear,1010,542.07,45.76,10.44031,0
21.35,43,1.45,75,Clouds,1019,273.58,13.66556,17.80449,0
25.97,88,2.13,17,Clouds,1011,15.05,51.57889,12.20656,0
25.77,65,2.72,0,Clear,1006,248.26,1.454444,58.46366,0
30.36,61,2.37,0,Clear,996,205.08,38.99556,100,0
27.63,94,0.36,98,Rain,1003,22.26,88.65556,35.51056,0
17.53,80,0.76,0,Clear,1008,208,55.58333,24.83948,0
26.42,95,3.24,100,Rain,1002,38.61,58.15444,50.24938,0
32.18,49,6.2,0,Clear,1013,2.32,3.897778,5.385165,0
29.29,62,4.92,86,Clouds,1008,573.52,42.25111,2,0
23.56,94,0.29,98,Rain,1003,1625.74,78.14333,100,0
27.21,85,1.45,28,Clouds,1008,215.03,60.76556,33.24154,0
26.37,74,1,20,Clouds,1009,125.77,19.42444,16.27882,0
37.16,23,4.26,0,Clear,1005,236.9,0.04,100,0
36.45,45,2.55,68,Clouds,1006,256.09,50.47111,9.433981,0
26.01,82,1,20,Clouds,1001,378.78,64.18,30.59412,0
20.21,73,2.1,40,Clouds,945,1022.27,35.10333,9,0
32.01,30,2.31,9,Clear,1008,377.63,45.49,8.544004,0
18.37,56,0.68,0,Clear,1017,774.2,58.72,42.54409,0
13.55,93,1.2,96,Rain,1012,1949.82,86.59889,75.16648,0
29.68,59,4.9,91,Clouds,1011,36.31,74.17889,11.18034,0
6.13,88,2.55,0,Clear,1020,182.3,66.02556,100,0
31.96,47,2.68,65,Clouds,1003,311.18,26.26,85.2115,0
9.98,87,2.22,38,Clouds,1019,229.18,81.20333,100,0
22.31,69,1.78,0,Clear,1010,18.73,84.87111,0,0
14.99,92,0.81,79,Rain,1013,1582.07,85.44,7.071068,0
21.93,81,3.34,27,Rain,1013,69.5,41.99889,100,0
29.52,88,2.04,96,Rain,997,89.71,77.97667,84.11896,0
34.06,73,1.04,47,Rain,996,221.97,0.625556,100,0
27.97,74,2.6,20,Haze,1003,214.79,16.47222,100,0
19.01,84,0,40,Clouds,1012,269.16,82.81444,14.76482,0
26.62,88,3.4,100,Clouds,1010,574.04,34.71222,20.61553,0
30.36,43,2.77,0,Clear,1001,142.94,68.67444,66.7308,0
23.09,94,1,40,Rain,1005,585.61,22.61111,37.85499,0
33.15,71,2.98,61,Clouds,1004,75.22,74.85889,22.2036,0
18.12,81,1.48,31,Clouds,1013,310.92,66.12222,12.80625,0
35.88,59,2.93,29,Clouds,1002,175.62,29.74333,100,0
22.97,94,1.65,34,Clouds,1013,69.4,73.55222,11.40175,0
12.6,83,2.07,0,Clear,1013,199.63,56.84,100,0
25.01,40,1.58,0,Clear,1013,196.25,48.12667,100,0
30.38,82,1.36,64,Clouds,1003,8.61,79.98889,35.0571,0
25.91,76,1.02,82,Rain,1008,105.27,44.70556,5,0
22.41,89,4.54,100,Clouds,1009,836.06,1.46,5,0
18.83,60,1.21,17,Clouds,1016,877.68,91.8,100,0
18.92,75,2.14,0,Clear,1013,116.5,71.22667,6.324555,0
26.14,46,1.96,0,Clear,1015,216.36,90.82556,100,0
11.72,90,1.92,47,Clouds,1017,212.51,68.73333,3.605551,0
21.01,73,1.89,29,Clouds,1012,512.05,82.23222,14.14214,0
17.63,72,1,20,Haze,1018,53.67,1.561111,100,0
22.7,74,1.55,2,Clear,1013,11.33,57.65889,3.162278,0
24.95,88,0,40,Mist,1019,4.91,14.28556,8.062258,0
25.95,44,2.1,0,Smoke,1014,10.09,6.917778,10.63015,0
27.5,33,2,18,Clouds,1014,274.41,0,29.06888,0
21.13,64,3.09,20,Haze,1014,499.55,14.69111,10.77033,0
13.43,63,2.62,0,Clear,1017,327.63,0,9.055385,0
12.75,100,0,90,Fog,1017,227.43,4.356667,94.8736,0
33.82,36,0.5,20,Clouds,1009,209.43,48.64333,100,0
26.34,50,1.55,0,Clear,1014,420.6,2.254444,8.602325,0
24.55,59,1.36,0,Clear,1016,56.86,90.11778,51.66237,0
27.29,92,1.37,98,Clouds,1000,133.55,61.43111,11.7047,0
9.01,83,0,0,Mist,1019,175.81,34.99111,100,0
24.8,41,2.28,0,Clear,1020,304.49,55.98889,12.08305,0
27.37,62,3.4,43,Rain,1018,605.55,76.59444,13.0384,0
20.55,78,4.27,1,Clear,1019,747.58,19.10222,17.69181,0
21.01,98,3.9,100,Rain,1009,778.75,51.85778,38.58756,0
27.21,87,5.88,88,Clouds,1004,289.75,3.567778,14.86607,0
30.68,58,0,40,Clouds,1002,668.25,11.77556,100,0
11.09,47,0,20,Drizzle,1039,1978.24,77.26556,100,0
26.7,90,0.79,7,Clear,1011,15.41,85.51667,2.236068,0
23.72,85,1.33,41,Clouds,1016,169.08,42.90778,13.41641,0
26.88,71,2.4,68,Clouds,1010,355.3,33.20889,100,0
28.59,33,1,20,Clouds,1012,289.8,45.93111,12.16553,0
24.23,86,3.24,100,Clouds,1009,667.76,72.40778,10,0
30.99,53,2.98,6,Clear,1010,24.78,26.23889,6.403124,0
28.56,73,1.82,68,Clouds,1006,222.25,69.38444,12.80625,0
25,92,2.83,0,Clear,1012,13.61,14.55222,2,0
27.92,50,2.99,0,Clear,1007,276.81,34.25889,100,0
12.65,71,1.28,71,Clouds,1016,342.39,21.07889,36.40055,0
25.14,58,1,1,Clear,1011,114.82,86.74,5.656854,0
32.39,70,1.5,20,Clouds,1007,4.65,15.96333,18.97367,0
18.23,57,0.98,88,Clouds,1015,217.07,38.02111,100,0
18.51,94,1.7,21,Clouds,1017,62.43,56.30111,21.84033,0
22.96,53,2.52,1,Clear,1017,592.61,21.05889,100,0
33.79,52,3.59,24,Clouds,1007,251.5,71.74333,1.414214,0
17,84,1.4,49,Clouds,1013,1342.92,90.23556,94.66784,0
20.04,37,1.5,1,Haze,1017,572.29,11.67444,17,0
27.21,92,0,20,Rain,1006,15.28,35.01444,5.830952,0
28.57,81,0,40,Thunderstorm,999,318.83,36.22333,18.35756,0
24.35,31,1.78,0,Clear,1020,286.22,37.65889,12.72792,0
38.43,28,1.04,20,Clouds,1008,442.84,57.15,28.6531,0
29.51,74,1.36,100,Clouds,1003,280.85,51.63111,42.52058,0
29.58,91,1.5,20,Clouds,1002,6.75,9.135556,19.69772,0
20.98,62,1.88,68,Clouds,1013,1541.77,93.34444,75.45197,0
41.59,21,4.81,0,Clear,1003,234.32,10.20778,100,0
27.58,88,0.35,95,Clouds,1003,317.4,62.34111,9.219544,0
12.5,95,1.81,79,Clouds,1017,195.87,73.58444,100,0
31.52,27,1.89,82,Clouds,1010,322.54,36.90444,26.24881,0
25.18,73,2.24,21,Clouds,1012,746.52,9.655556,12,0
20.93,70,2.19,10,Clear,1012,223.65,45.01222,71.16881,0
39.41,27,4.07,53,Clouds,1005,217.81,0.105556,3.162278,0
12.41,91,1.71,0,Clear,1016,117.15,71.43111,90.04999,0
39.64,23,1,13,Clouds,1005,472.64,34.24,11.7047,0
25.06,92,1.26,29,Clouds,1009,3.79,75.83556,3.605551,0
27.15,86,4.08,33,Clouds,1005,16.28,64.12,13.41641,0
30.61,84,2.78,69,Rain,1001,230.66,67.36889,100,0
26.99,78,0.5,20,Mist,1009,4.25,4.683333,15.65685,0
35.55,32,2.26,17,Clouds,1008,246.54,17.73667,100,0
24.87,80,1.84,43,Clouds,1018,106,62.74222,1,0
44.89,7,5.18,30,scattered clouds,1003,340.95,42.44889,80,0
15.89,51,2.47,65,broken clouds,1013,154.6,64.59,55,0
35.57,26,2.36,0,clear sky,1008,124.27,59.83222,34,0
15.54,57,1.92,0,clear sky,1017,89.92,88.64222,33,0
32.97,49,6.46,0,clear sky,1010,276.73,63.84,25,0
27.77,77,2.91,0,clear sky,1009,38.61,58.16333,20,0
31.99,50,1.31,6,clear sky,1009,114.82,86.74,27,0
20.91,54,1.16,99,overcast clouds,1006,404.06,33.44667,30,0
27.44,47,3.41,100,overcast clouds,1006,373,28.77556,11.31,0
29.05,77,4.94,92,light rain,997,75.22,74.85889,9.73,0
16.83,78,0.99,0,clear sky,1011,855.32,25.56333,66,0
28.33,79,9.88,12,few clouds,1004,12.31,88.84444,7.96,0
30.16,80,6.85,93,light rain,1005,8.85,40.46333,5.43,0
20.48,25,2.98,0,clear sky,1015,285.83,32.52,27,0
12.84,39,1.52,35,scattered clouds,1014,197.78,25.6587,26,0
23.72,17,5.45,0,clear sky,1010,495.78,88.06667,52,0
16.41,82,0.45,75,broken clouds,1011,1312.69,17.91889,75,0
23.71,35,0.94,37,scattered clouds,1008,296.87,79.11889,36,0
35.74,57,2.46,74,broken clouds,989,109.77,14.58556,14,0
26.88,70,6.24,59,light rain,1006,639.58,61.10333,33,0
22.73,59,2.78,70,broken clouds,1010,156.44,47.81556,36.2,0
22.24,88,5.01,100,light rain,1007,668.25,11.77556,45,0
25.23,18,1.69,0,clear sky,1013,681.91,47.39222,34.3,0
28.79,31,5.94,0,clear sky,1003,513.86,1.735556,7.2,0
27.09,87,7.72,96,light rain,996,6.75,9.135556,7.36,0
23.7,83,1.36,30,light rain,1009,451.91,63.17444,11.03,0
21.37,82,4.11,80,broken clouds,1011,37.68,83.33,16.8,0
31.42,40,6.8,0,clear sky,1004,86.27,36.16778,9.1,0
30.75,32,1.62,0,clear sky,1006,208,55.58333,43,0
38.41,35,1.91,16,few clouds,991,214.97,3.108889,17,0
38.12,14,6.35,98,overcast clouds,1002,237.31,66.15889,74,0
30.14,29,1.93,55,broken clouds,1010,472.64,34.24,8.1,0
30.02,82,2.42,86,moderate rain,1003,28.25,86.72333,5,0
20.33,50,5.2,51,light rain,1013,223.65,45.01222,21.2,0
19.54,60,2.01,0,clear sky,1014,100.63,52.60444,8.27,0
21.34,26,6.5,0,clear sky,1016,69.5,41.99889,7.96,0
16.05,78,0.32,0,clear sky,1010,89.71,77.97667,4.1,0
19.69,41,3.09,34,light rain,1015,1206.24,85.91556,2.42,0
34.39,36,0.91,41,scattered clouds,1006,142.94,68.67444,25,0
23.89,85,2.06,100,light rain,1005,308,78.64333,8.2,0
33.75,34,6.88,0,clear sky,1009,15.05,51.57889,6.37,0
20.1,87,2.41,67,light rain,1016,91.98,79.27111,2.1,0
19,26,2.49,0,clear sky,1015,323.6,70.56222,36,0
24.55,95,5.31,100,heavy intensity rain,1001,618.96,96.86889,37,0
23.48,93,5.31,100,light rain,1002,496.4,71.04111,14.1,0
23.78,91,1.3,100,moderate rain,1009,119.76,90.61889,14.5,0
27.24,34,3.74,0,clear sky,1011,588.78,52.18667,20.2,0
23,46,3.15,0,clear sky,1013,20.98,3.678889,8.86,0
24.5,35,2,12,few clouds,1014,555.85,13.21556,40,0
26.55,83,4.11,98,light rain,1011,9.12,66.49222,7.71,0
22.81,54,3.42,0,clear sky,1014,8.61,79.98889,19.9,0
13.3,38,3.15,0,clear sky,1017,1088.04,88.86444,16.21,0
27.58,24,2.11,0,clear sky,1007,297.7,64.62333,1.03,0
17.4,76,5.11,49,scattered clouds,1009,169.06,90.08556,34.94,0
41.84,27,3.66,77,broken clouds,994,237.81,68.50667,16.2,0
26.45,66,6,86,overcast clouds,1012,0.75,57.04889,6.1,0
28.3,73,5.89,95,light rain,1008,236.9,0.651111,20,0
23.49,43,2.93,69,broken clouds,1014,321.13,39.20111,37.4,0
26.29,77,5.34,0,clear sky,1008,487.97,59.10444,13.2,0
31.18,59,2.87,0,clear sky,1002,236.9,0.04,109.5,0
37.43,25,3.34,2,clear sky,1010,377.03,1.737778,65,0
14,81,1.92,100,light rain,1015,1587.48,26.62556,9.62,0
20.55,56,0.77,2,clear sky,1010,561.54,42.15889,7.1,0
26.81,37,3.27,0,clear sky,1009,182.3,66.02556,33.8,0
19.28,41,4.22,0,clear sky,1013,258.28,85.76,30,0
27.98,23,2.11,41,scattered clouds,1010,230.66,67.36889,64.7,0
20.25,61,3.76,0,clear sky,1013,11.33,57.65889,3.03,0
27.9,47,1.59,94,overcast clouds,1001,774.2,58.72,3.7,0
25.26,42,2.42,13,few clouds,1008,506.45,96.95,19.9,0
40.81,8,2.36,0,clear sky,992,221.97,0.625556,30.4,0
23.91,41,1.56,0,clear sky,1015,53.34,84.12667,38,0
31.72,21,2.58,13,few clouds,1008,152.93,58.78556,14.552,0
16.99,82,1.03,6,clear sky,1011,997.24,79.84889,6.4,0
31.63,74,1.68,82,light rain,1002,107.81,85.66556,3.98,0
31.88,46,0.18,0,clear sky,1004,125.32,74.38667,4.02,0
21.33,27,1.11,0,clear sky,1011,90.46,67.16889,18.4,0
23.94,77,7.5,97,overcast clouds,1007,836.06,1.46,25.3,0
24.01,75,1.34,59,broken clouds,1012,33.91,40.03667,23.12,0
21.04,86,0.77,91,light rain,1008,24.91,85.22778,18,0
26.88,23,3.04,0,clear sky,1006,280.85,51.63111,9.7,0
31.1,12,2.6,0,clear sky,1013,351.31,55.25778,8.2,0
29.41,63,6.75,92,overcast clouds,1008,454.18,11.57,22.6,0
26.22,85,5.65,100,light rain,1004,214.26,27.40444,20,0
37.36,40,4.23,45,scattered clouds,995,216.36,90.82556,31.9,0
32.13,58,8.06,48,scattered clouds,1005,2.27,53.99,0.97,0
17.38,58,1.92,0,clear sky,1016,171.68,74.34333,1.86,0
25.15,88,6.61,84,broken clouds,999,442.45,65.95333,19.5,0
21.15,66,1.8,0,clear sky,1006,231.92,78.06111,9.8,0
28.59,62,6.19,0,clear sky,1010,95,76.11889,14.1,0
35.98,46,3.67,79,broken clouds,1005,219.54,62.63333,28.5,0
20.51,32,2.18,0,clear sky,1013,289.75,3.567778,21.1,0
34.9,39,3.6,100,overcast clouds,1001,421.01,71.66556,23.9,0
21.82,94,2.33,87,overcast clouds,1011,69.4,73.55222,22.4,0
29.62,42,3.24,37,scattered clouds,1011,264.07,39.40889,4.9,0
23.57,80,2.96,34,scattered clouds,1011,345.87,9.114444,28.4,0
23.22,42,3.22,70,broken clouds,1015,306.38,46.09,23.5,0
27.54,58,2.36,99,overcast clouds,1009,94.42,1.498889,26,0
34.19,10,5.32,60,broken clouds,1008,144.18,91.02222,31,0
9.51,80,1.51,0,clear sky,1017,818.76,96.40222,35,0
27.45,26,5.26,17,few clouds,1010,817.1,81.16556,74.9,0
23.49,56,6.56,0,clear sky,1013,448.88,58.86,14.6,0
19.53,41,3.58,0,clear sky,1011,80.62,13.14889,31.82,0
20.49,90,1.36,27,scattered clouds,1011,492.02,8.385556,33.2,0
25.03,18,4.39,0,clear sky,1013,121.72,88.14889,17.3,0
17.39,96,0.81,84,broken clouds,1006,1433.54,77.65667,11.3,0
35.92,49,1.75,100,overcast clouds,993,62.43,56.30111,15.5,0
28.18,29,2.33,79,broken clouds,1011,272.85,55.94222,16.3,0
11.7,36,3.12,0,clear sky,1015,577.26,20.14889,34.1,0
25.32,68,8.46,100,overcast clouds,1007,721.97,9.648889,17.9,0
30.52,23,2.27,0,clear sky,1011,24.78,26.23889,4.8,0
31.36,12,1.79,3,clear sky,1012,291.66,0.032222,22.6,0
16.02,46,1.57,0,clear sky,1015,319.74,64.59,4.2,0
29.46,69,4.03,99,light rain,1005,314.26,90.09889,13.3,0
33.43,44,2.32,0,clear sky,1002,331.11,50.45,11.16,0
18.87,25,2.01,0,clear sky,1016,225.4,62.10111,49.4,0
20.35,49,1.59,90,overcast clouds,1010,229.45,16.11667,43.6,0
28.28,25,3.09,0,clear sky,1013,467.99,68.80778,23.6,0
22.76,41,3.89,49,scattered clouds,1015,107.51,82.29444,33.2,0
33.42,54,7.52,62,broken clouds,1000,15.66,90.75,10.9,0
20.3,36,1.49,39,scattered clouds,1014,305.52,68.15,31.8,0
36.47,8,2.34,79,broken clouds,1008,423.78,77.48111,5.3,0
28.66,20,3.06,0,clear sky,1011,550.43,31.00111,12.6,0
26.59,76,5.09,100,moderate rain,1007,526.54,0,5.9,0
33.69,41,6.82,0,clear sky,1004,235.65,0.291111,190,0
29.17,36,2.59,73,broken clouds,1011,116.5,71.22667,13.9,0
26.33,16,4.21,0,clear sky,1015,235.18,41.54667,14.9,0
18.06,32,1.65,0,clear sky,1015,80.94,90.29667,10.9,0
31.04,39,2.43,0,clear sky,1004,235.93,62.78667,2.6,0
42.91,17,0.94,0,clear sky,1012,8.26,73.53556,4.3,0
14.04,44,0.21,0,clear sky,1016,236.29,36.17667,37.02,0
24.63,28,1.25,0,clear sky,1008,449.9,88.38889,9.5,0
30.31,75,3.36,89,overcast clouds,998,77.28,19.25444,11.4,0
44.92,6,7.54,0,clear sky,999,476.85,74.67667,28.8,0
19.95,32,2.82,0,clear sky,1017,207.82,51.77778,10.7,0
23.65,82,0.75,100,light rain,1010,355.3,33.20889,7.2,0
23.23,52,4.43,0,clear sky,1010,261.22,18.48667,14.3,0
20.62,21,1.24,0,clear sky,1012,417.7,2.317778,11.7,0
29.25,72,7.56,100,moderate rain,1000,234.32,10.20778,23.5,0
23.88,88,5.06,93,overcast clouds,1002,378.78,64.18,27.8,0
33.17,50,4.06,0,clear sky,1004,226.58,0.25,16.7,0
19.78,67,1.86,0,clear sky,1013,203.14,26.34,4.4,0
26.07,56,3.73,6,clear sky,1006,435.46,69.41222,10.8,0
23.95,41,0.13,19,few clouds,1009,151.89,91.41111,15.2,0
26.56,68,2.48,32,light rain,1002,1625.74,78.14333,14.9,0
21.94,52,2.44,0,clear sky,1006,153.62,44.37111,15.02,0
31.02,65,4.6,13,light rain,995,178.11,11.39333,3.2,0
31.91,22,0.98,30,scattered clouds,1003,178.66,92.24111,21.9,0
27.41,74,4.14,14,few clouds,1006,81.39,64.89,8.85,0
33.91,24,1.52,2,clear sky,1009,443.13,94.82556,16.65,0
32.31,18,4.13,0,clear sky,1014,816.75,27.37556,28.8,0
27.42,69,0.53,87,overcast clouds,1004,286.23,48.32556,10.5,0
22.19,87,0.66,55,light rain,1006,1662.83,96.40778,10.2,0
30.63,70,2.43,100,light rain,1007,15.89,86.47667,25.3,0
22.44,60,3.28,0,clear sky,1016,602.12,24.28,18.2,0
39.93,29,5.63,8,clear sky,1006,4.65,15.96333,5.8,0
31.25,64,4.81,94,overcast clouds,998,165.89,36.22667,11.2,0
29.89,28,1.95,2,clear sky,1011,256.09,50.47111,14.7,0
22.49,77,9.59,100,light rain,1003,918.3,4.252222,26.4,0
23.35,86,6.75,99,light rain,1007,574.04,34.71222,29.7,0
21.61,87,7.88,100,light rain,1007,701.86,58.35778,33.2,0
9.72,61,1.09,0,clear sky,1021,181.65,80.62556,174,0
26.18,47,3.27,0,clear sky,1012,53.76,90.24444,9.36,0
28.27,38,1.52,0,clear sky,1010,295.24,24.78778,37.2,0
25.34,91,7.19,100,heavy intensity rain,997,273.97,56.42,36.6,0
30.63,44,4.08,0,clear sky,1013,2.32,3.897778,7.4,0
19.44,26,1.47,0,clear sky,1014,227.43,4.356667,27.6,0
38.86,11,1.39,8,clear sky,1005,216.86,84.91556,5.6,0
36.25,43,2.35,73,broken clouds,997,246.21,53.14333,20.7,0
45.02,6,7.36,47,scattered clouds,1000,178.92,59.01889,39.2,0
23.72,22,1.36,65,broken clouds,1008,242.96,32.5,1.6,0
36.67,17,8.89,15,few clouds,1001,307.73,1.81,14.8,0
15.56,92,1.22,32,scattered clouds,1012,551.14,76.64111,2.4,0
26.45,75,0.24,49,scattered clouds,1010,4.25,4.683333,8.3,0
28.43,68,1.38,97,overcast clouds,1004,359.07,88.55111,26.7,0
25,81,6.08,100,overcast clouds,1005,572.29,11.68,32.09,0
25.94,70,4.92,0,clear sky,1011,25.71,22.60222,14.7,0
26.6,35,0.93,0,clear sky,1011,22.26,88.65556,15.9,0
11.59,48,0.94,44,scattered clouds,1012,1598.02,85.46778,8.3,0
38.04,32,5.7,6,clear sky,1006,28.81,51.49333,27.8,0
24.65,33,1.56,0,clear sky,1016,246.63,27.58111,14.4,0
19.11,34,1.13,1,clear sky,1015,360.83,86.71778,13.3,0
19.74,83,1.42,20,few clouds,1011,125.77,19.42444,26.4,0
32.4,44,2.97,0,clear sky,1003,244.28,29.02111,10.5,0
33.88,47,6.11,100,overcast clouds,1005,36.31,74.17889,16.4,0
11.35,84,1.34,0,clear sky,1009,1625.31,93.29667,13.64,0
17.93,90,0.97,67,broken clouds,1015,151.11,90.37667,29,0
18.55,37,2.34,2,clear sky,1013,257.79,69.81222,9.8,0
24.41,19,2.95,0,clear sky,1016,224.38,90.41556,15.473,0
28.83,60,0.91,31,scattered clouds,1001,276.81,34.25889,130,0
34.25,16,3.67,50,scattered clouds,1007,661.3,76.75444,19.3,0
27.5,51,2.96,0,clear sky,1004,142.02,69.82,17.43,0
17.02,27,2.14,0,clear sky,1014,175.48,34.73111,71.09,0
30.31,30,5.42,95,overcast clouds,1009,537.46,46.73,6.4,0
31.42,20,1.29,0,clear sky,1010,286.55,89.84556,19.7,0
29.68,13,3.97,0,clear sky,1012,202.83,56.63222,10.5,0
20.08,30,2.33,33,scattered clouds,1013,299.63,79.70222,4.7,0
37.18,43,2.13,10,clear sky,996,210.86,5.172222,17.07,0
27.59,85,5.76,98,light rain,1003,190.85,77.76,12.6,0
14.65,43,2.33,0,clear sky,1016,94.53,88.62889,3.9,0
12.63,40,1.97,90,overcast clouds,1013,134.21,72.01444,1,0
23.11,52,0.7,0,clear sky,1015,219.18,36.13333,69.1,0
32.37,54,1.73,97,overcast clouds,1003,406.7,70.34,16.9,0
29.47,68,4.13,44,scattered clouds,1004,229.18,81.20333,18.26,0
19.25,80,1.99,55,light rain,1000,1978.24,77.26556,17.8,0
33.19,51,4.18,98,overcast clouds,998,243.35,12.25667,49.3,0
24.9,32,0.48,83,broken clouds,1014,21.42,82.21333,5.03,0
30.92,24,1.1,0,clear sky,1010,209.43,48.64333,121.2,0
30.54,63,3.37,5,clear sky,1008,3.79,75.83667,4.6,0
24.47,69,6,94,overcast clouds,1015,371.66,92.81,18.4,0
24.8,32,4.53,0,clear sky,1014,641.79,45.68222,26.12,0
27.72,18,1.98,0,clear sky,1006,184.66,15.52222,41.2,0
19.85,68,3.2,56,broken clouds,1010,211.95,39.95889,16.8,0
33.05,36,0.78,32,light rain,1008,281.97,40.89444,43.5,0
20.94,44,7.81,0,clear sky,1009,289.57,0.098889,113.2,0